Reads	Levels	Name	Filename
6047	P	Proteobacteria	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1174	P	Actinobacteria	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
792	P	Firmicutes	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
215	P	Cyanobacteria	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Tenericutes	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chloroflexi	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
33	P	Bacteroidetes	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Gemmatimonadetes	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
24	P	Candidatus Saccharibacteria	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Planctomycetes	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Acidobacteria	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Calditrichaeota	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Nitrospirae	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fusobacteria	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Aquificae	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Uroviricota	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Phixviricota	9c70490e-3cf5-4cf7-82e4-82e1a894c835.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2496	P	Proteobacteria	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
372	P	Actinobacteria	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
69	P	Firmicutes	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
9	P	Cyanobacteria	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Deinococcus-Thermus	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chloroflexi	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
35	P	Bacteroidetes	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Gemmatimonadetes	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fusobacteria	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Nitrospirae	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Verrucomicrobia	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Thaumarchaeota	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chordata	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Uroviricota	6f046aa6-a990-494f-bd7d-b8716635cc55.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2336	P	Proteobacteria	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
158	P	Actinobacteria	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
140	P	Firmicutes	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Cyanobacteria	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Deinococcus-Thermus	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Tenericutes	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
25	P	Bacteroidetes	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Verrucomicrobia	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Spirochaetes	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
10	P	Chordata	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Uroviricota	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Artverviricota	b2067b7d-8d87-4cad-ace2-e23686d5de82.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2005	P	Proteobacteria	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
286	P	Actinobacteria	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
58	P	Firmicutes	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Deinococcus-Thermus	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
14	P	Bacteroidetes	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Fusobacteria	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Uroviricota	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	c960c2b5-64b9-454e-bdca-c96f36ff1980.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2571	P	Actinobacteria	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
425	P	Firmicutes	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Cyanobacteria	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1758	P	Proteobacteria	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
43	P	Bacteroidetes	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Deferribacteres	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Nitrospirae	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Verrucomicrobia	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Planctomycetes	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Spirochaetes	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Caldiserica	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
39	P	Uroviricota	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Artverviricota	b1027d23-55ab-46a3-b70d-a54890971027.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
855	P	Actinobacteria	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
25	P	Firmicutes	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Cyanobacteria	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
523	P	Proteobacteria	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Bacteroidetes	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Acidobacteria	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Aquificae	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Uroviricota	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	097efdd2-e60c-4267-a75c-6a667f521034.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
9899	P	Proteobacteria	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
771	P	Actinobacteria	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
604	P	Firmicutes	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
14	P	Cyanobacteria	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Deinococcus-Thermus	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
140	P	Bacteroidetes	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
9	P	Verrucomicrobia	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Planctomycetes	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Fusobacteria	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Elusimicrobia	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Chordata	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
13	P	Artverviricota	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Pisuviricota	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
9	P	Uroviricota	7811184a-d80a-4394-b5f5-b31a44269333.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
642	P	Proteobacteria	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
36	P	Actinobacteria	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
23	P	Firmicutes	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Cyanobacteria	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Bacteroidetes	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Verrucomicrobia	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Euryarchaeota	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	d058a89e-3a82-44cd-907e-0043b0fb4a90.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
937	P	Actinobacteria	52feb4cd-35c6-40c4-b828-a1c35d98cded.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
84	P	Firmicutes	52feb4cd-35c6-40c4-b828-a1c35d98cded.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	52feb4cd-35c6-40c4-b828-a1c35d98cded.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
625	P	Proteobacteria	52feb4cd-35c6-40c4-b828-a1c35d98cded.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Gemmatimonadetes	52feb4cd-35c6-40c4-b828-a1c35d98cded.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chordata	52feb4cd-35c6-40c4-b828-a1c35d98cded.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Uroviricota	52feb4cd-35c6-40c4-b828-a1c35d98cded.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1230	P	Actinobacteria	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
318	P	Firmicutes	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Cyanobacteria	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
974	P	Proteobacteria	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
16	P	Bacteroidetes	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Elusimicrobia	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chlamydiae	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
52	P	Uroviricota	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Artverviricota	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Pisuviricota	1ee4076a-183b-4dd6-9947-c4f7af754f50.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2883	P	Actinobacteria	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
785	P	Firmicutes	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
178	P	Cyanobacteria	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Tenericutes	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chloroflexi	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3419	P	Proteobacteria	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
172	P	Bacteroidetes	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Gemmatimonadetes	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
26	P	Planctomycetes	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Verrucomicrobia	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chlamydiae	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
27	P	Acidobacteria	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
15	P	Fusobacteria	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Spirochaetes	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Thermotogae	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chrysiogenetes	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Aquificae	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Synergistetes	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chordata	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	6a01f100-34bc-48d4-9063-f7ebfae7fbfb.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1011	P	Actinobacteria	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
38	P	Firmicutes	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
972	P	Proteobacteria	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
16	P	Bacteroidetes	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Elusimicrobia	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fusobacteria	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Euryarchaeota	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Uroviricota	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	253156a3-4ab2-4acf-86e6-01f7e382cd47.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3297	P	Proteobacteria	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
557	P	Actinobacteria	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
131	P	Firmicutes	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Cyanobacteria	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Deinococcus-Thermus	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
28	P	Bacteroidetes	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Verrucomicrobia	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Fusobacteria	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Artverviricota	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Pisuviricota	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Uroviricota	7564ddd4-66b4-4f7f-9b3d-717c208ca0d9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
982	P	Actinobacteria	216af677-4fd9-4428-80a5-69c3e93c626d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
19	P	Firmicutes	216af677-4fd9-4428-80a5-69c3e93c626d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
