Reads	Levels	Name	Filename
88	P	Firmicutes	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Tenericutes	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chloroflexi	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Cyanobacteria	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
20	P	Bacteroidetes	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Planctomycetes	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Verrucomicrobia	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Uroviricota	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Artverviricota	d4dd423e-bf5c-4a6c-8c97-115aea1a6957.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4482	P	Proteobacteria	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
418	P	Actinobacteria	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
51	P	Firmicutes	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Cyanobacteria	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Deinococcus-Thermus	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
24	P	Bacteroidetes	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Atribacterota	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Elusimicrobia	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Uroviricota	38937818-3b6a-4ab3-b193-d28d3a7e4cdf.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
27266	P	Proteobacteria	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4083	P	Actinobacteria	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
522	P	Firmicutes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
200	P	Cyanobacteria	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
118	P	Deinococcus-Thermus	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
16	P	Chloroflexi	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Tenericutes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1115	P	Bacteroidetes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Ignavibacteriae	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
102	P	Gemmatimonadetes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Candidatus Cloacimonetes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
62	P	Chlamydiae	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
10	P	Planctomycetes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Verrucomicrobia	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Candidatus Omnitrophica	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
10	P	Deferribacteres	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Nitrospirae	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Fusobacteria	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Acidobacteria	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Spirochaetes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Synergistetes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Candidatus Saccharibacteria	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chrysiogenetes	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Aquificae	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chordata	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Uroviricota	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Peploviricota	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Artverviricota	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Kitrinoviricota	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	5c69a285-74f0-47ca-bd61-d4bfdb572509.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4974	P	Actinobacteria	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
45	P	Firmicutes	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Cyanobacteria	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
641	P	Proteobacteria	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Bacteroidetes	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
25	P	Uroviricota	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	540975c7-f841-47b4-acce-61014a7af784.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
998	P	Actinobacteria	0287c556-18c9-4693-b835-0fdcef488f9d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
19	P	Firmicutes	0287c556-18c9-4693-b835-0fdcef488f9d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
590	P	Proteobacteria	0287c556-18c9-4693-b835-0fdcef488f9d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Bacteroidetes	0287c556-18c9-4693-b835-0fdcef488f9d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chordata	0287c556-18c9-4693-b835-0fdcef488f9d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Uroviricota	0287c556-18c9-4693-b835-0fdcef488f9d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1355	P	Actinobacteria	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
54	P	Firmicutes	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chloroflexi	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Deinococcus-Thermus	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Cyanobacteria	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
971	P	Proteobacteria	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
68	P	Acidobacteria	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Planctomycetes	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Bacteroidetes	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fibrobacteres	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Candidatus Bipolaricaulota	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chordata	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Uroviricota	aaaec877-5da4-4494-a76e-0f808c8b03fa.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3890	P	Proteobacteria	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
408	P	Actinobacteria	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
56	P	Firmicutes	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
12	P	Cyanobacteria	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
13	P	Bacteroidetes	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Planctomycetes	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Deferribacteres	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chrysiogenetes	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chordata	1b26766e-ac76-4e23-bd38-c85005051942.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3686	P	Proteobacteria	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1150	P	Firmicutes	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
416	P	Actinobacteria	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
20	P	Cyanobacteria	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Chloroflexi	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Deinococcus-Thermus	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
41	P	Bacteroidetes	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
9	P	Planctomycetes	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Candidatus Saccharibacteria	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Fusobacteria	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Spirochaetes	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Deferribacteres	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Aquificae	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Euryarchaeota	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
10	P	Artverviricota	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Phixviricota	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Uroviricota	21f31342-2157-44ef-a202-156d885ecef8.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8308	P	Proteobacteria	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1112	P	Actinobacteria	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
137	P	Cyanobacteria	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
97	P	Firmicutes	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
13	P	Bacteroidetes	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Nitrospirae	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Planctomycetes	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Deferribacteres	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Acidobacteria	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Euryarchaeota	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
57	P	Uroviricota	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
57	P	Artverviricota	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	dc8d6449-6159-4581-94b8-e640b34838ec.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1605	P	Proteobacteria	499b6b79-5d1d-4146-b596-a2a8628e8c34.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
89	P	Firmicutes	499b6b79-5d1d-4146-b596-a2a8628e8c34.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
85	P	Actinobacteria	499b6b79-5d1d-4146-b596-a2a8628e8c34.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Cyanobacteria	499b6b79-5d1d-4146-b596-a2a8628e8c34.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
28	P	Bacteroidetes	499b6b79-5d1d-4146-b596-a2a8628e8c34.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
14	P	Chordata	499b6b79-5d1d-4146-b596-a2a8628e8c34.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Artverviricota	499b6b79-5d1d-4146-b596-a2a8628e8c34.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Uroviricota	499b6b79-5d1d-4146-b596-a2a8628e8c34.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3257	P	Proteobacteria	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
146	P	Actinobacteria	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
67	P	Firmicutes	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Cyanobacteria	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
18	P	Bacteroidetes	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Planctomycetes	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Nitrospirae	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Thermotogae	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Uroviricota	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	cf931a8f-115d-40b0-85e7-7b9dff21e149.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2063	P	Proteobacteria	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
122	P	Actinobacteria	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
37	P	Firmicutes	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Deinococcus-Thermus	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
16	P	Bacteroidetes	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fusobacteria	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Verrucomicrobia	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Thermotogae	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Artverviricota	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Uroviricota	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
17390	P	Proteobacteria	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
804	P	Actinobacteria	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
338	P	Firmicutes	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
138	P	Cyanobacteria	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Tenericutes	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
44	P	Nitrospirae	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
20	P	Bacteroidetes	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Ignavibacteriae	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Synergistetes	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Chordata	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Uroviricota	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Phixviricota	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Pisuviricota	848a0ae6-a201-473a-861b-dfc66c0e1237.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1902	P	Proteobacteria	4040c705-ee41-4dfb-9f5d-f42ef062add1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
318	P	Actinobacteria	4040c705-ee41-4dfb-9f5d-f42ef062add1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
37	P	Firmicutes	4040c705-ee41-4dfb-9f5d-f42ef062add1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
